anas platyrhynchos	anolis carolinensis	aptenodytes forsteri	columba livia	corvus brachyrhynchos	cuculus canorus	egretta garzetta	geospiza fortis	manacus vitellinus	struthio camelus	taeniopygia guttata	
56	147	397	581	258	558	615	379	575	560	56	Gaps	
224	192	163	221	232	243	161	224	191	186	273	EBRs	
