anas platyrhynchos	anolis carolinensis	aptenodytes forsteri	columba livia	corvus brachyrhynchos	cuculus canorus	egretta garzetta	gallus gallus	geospiza fortis	manacus vitellinus	struthio camelus	
354	328	255	335	162	331	251	316	132	192	302	EBRs	
62	199	427	640	292	616	691	62	404	641	624	Gaps	
