anas platyrhynchos	anolis carolinensis	aptenodytes forsteri	columba livia	corvus brachyrhynchos	cuculus canorus	egretta garzetta	gallus gallus	geospiza fortis	manacus vitellinus	struthio camelus	
58	84	358	440	260	475	509	60	332	486	430	Gaps	
192	116	149	187	91	176	130	177	71	94	168	EBRs	
