anas platyrhynchos	anolis carolinensis	aptenodytes forsteri	columba livia	corvus brachyrhynchos	cuculus canorus	egretta garzetta	geospiza fortis	manacus vitellinus	struthio camelus	taeniopygia guttata	
284	287	199	276	278	280	209	279	226	233	318	EBRs	
58	179	419	626	279	601	675	403	631	631	58	Gaps	
