anas platyrhynchos	anolis carolinensis	aptenodytes forsteri	columba livia	corvus brachyrhynchos	cuculus canorus	egretta garzetta	gallus gallus	geospiza fortis	manacus vitellinus	struthio camelus	
62	157	401	591	282	577	622	62	388	591	568	Gaps	
300	235	221	284	135	286	215	273	107	165	260	EBRs	
