anas platyrhynchos	anolis carolinensis	aptenodytes forsteri	columba livia	corvus brachyrhynchos	cuculus canorus	egretta garzetta	geospiza fortis	manacus vitellinus	struthio camelus	taeniopygia guttata	
54	78	358	451	243	462	488	317	476	430	56	Gaps	
141	90	102	135	151	142	95	127	103	129	180	EBRs	
